teks,label_emosi,label_angka
mending lu nge hype shonichi team love ketimbang marah marah mulu ngebikin hype nya turun,angry,0
wkwj ketawa banget deh,happy,3
padahal mau sedih,sad,5
besok siang setelah sebelum kau potram wdyt,neutral,4
ketawa aku belum pernah makan pete rasanya bagaimana ya enggak tau deh soalnya ini benaran dikit banget yang secuil begitu aneh deh karena aku kurang suka kali ya,happy,3
yukk capcut sharing lu hari hari bulan sharing lu hari hari bulan private hari hari bulan login pclaptop ambil priv,neutral,4
benci banget gue sama nih kasus if these r our future lawyers bruhh kenapa kok bisa ada orang sebrengsek ini terus kita meminta perlindungan ke siapa seram banget ketikan orang yang paham hukum diam berarti consent deymnn jahat banget jahat,angry,0
halo hyung ganteng yang mau rilis drama baru akhir ini kesibukannya persiapam comeback hyung kemarin baru pulang dari luar negeri terus langsung menonton komser bts sunbaenim hbu hyung,happy,3
bdg hujan lagisemoga jadi berkah otw pulang takut banjir,fear,2
review utbk day sesi punya yailah wir gampang banget ppu mata merem juga benar semua pbm aku sosok eyd itu sendiri jir pakai geli doang wok lbi wni garis keras lbe gweh orang bri ish pm tipis azzah,disgust,1
biasanya kalo aku sedih yapping ke kucingku tapi sekarang kucingku sudah enggak ada,sad,5
myb diving mau kamu banget sampai nangis nangis,sad,5
rape enabler is everywhere yang paling jijik kalau cewek yang mengetik begitu memang bahaya banget men centered women tuh mereka bisa membela kejahatan laki demi validasi dan pujian dari laki,fear,2
hari ini mantap banget teman gue hampir kena tipu sama cowok terus gue dan yang lain menyadarkan dia wkwk mana belum gue katain lagi tuh cowok terus di waktu yang bersamaan teman rumah gue tbtb chat kalo dia mau kabur dsri rumah panik anjing gue,happy,3
kak jujur beberapa teman ku ada yang kayak begini dan itu buat aku sedih banget,sad,5
reseller brengsek kesel banget gue barang habis buat diupsell lagi monyet,angry,0
najis banget jujur,disgust,1
yang mau belajar tentang ai claude,neutral,4
sudah takut duluan saja,fear,2
Nanya jalan ke satpam malah dijawab ketus banget nggak ada ramah-ramahnya,angry,0
hahh seriusann aaaa terima kasih banyak kakkk️️ sehat selalu dan bahagia selalu pokoknya lancar terus rejekinya dan dimudahkan urusannya doa baik buat kakaknyaa huhuu makasii banyakkk,happy,3
aku kira sudah pada mual soalnya sudah up panel,disgust,1
mungkin karena gue sudah terbiasa berbaur sama anak anak ya gue jadi paham rasa senang yang dirasain bonyok gue pas lihat anaknya tumbuh n berkembang idk,happy,3
t marahmarah di timeline marah karena kalah atau matdul pas main game bukan marah yang becanda ya tapi sampai yang sensi dan bikin keadaan enggak enak,angry,0
kagak jir gue kkn pntekkk sedih bamget gue menunggu wt ajeah kamu menonton ya by,sad,5
ih ngeri ee,fear,2
nanti pulang aku cium yang banyak ya,neutral,4
najis dapat roomate toxic dasar jawa,disgust,1
minat kak tapi takut tewas lagi,fear,2
pls pegangan tangan yuk takut banget sumpah pondphuwin songkran,fear,2
wow i spent for the same,surprise,6
astaga kitten️️ kitten berulah lagi ya daddy sudah bilang nurut sama daddy sekali ini hm ️‍ daddy janji nanti belikan ice cream untuk kitten tapi ikuti perintah daddy hm kitten mau daddy balap liar dulu habis itu nongkrong sama geng motor daddy hm ️️,surprise,6
macet hari ini najis banget sih,disgust,1
gue kan lagi melow banget ya nangis eh disumpel pakai kopi langsung beli liter yaallah punya teman random banget,sad,5
habis menonton ayah ini arahnya kemana ya sumpah harus menonton sedih banget,sad,5
iya najis banget,disgust,1
dari bocah kinyis sudah nimba ilmu di spanyol agak keterlaluan sih kalo enggak bisa bahasa sana wkwkwk,angry,0
masih penasaran juga siapa yang ngedm kakakku buat bilang dia senang dengerr suaraku,happy,3
Nungguin balasan email persetujuan udah dua minggu nggak ada kejelasan sama sekali,angry,0
mau pc ini guys tolong takut meriang,fear,2
idol gue tanpa promo ke coachella bisa se mantap ini kadal idol lu mampu enggak hhhhhh ketawa gue level lisman coachella tapi kenapa enggak mampu bikin lagunya viral astaga memalukan banget,happy,3
halo terima kasih atas balasan anda saya terkejut melihat jumlah yang diterjemahkan sebesar yen apakah terjemahannya salah atau saya salah membaca sesuatu jumlah ini setara dengan gaji dua bulan di jepang saya sangat khawatir jika jumlah ini benar,happy,3
saya lah yang nangis pas di jalan pulang pas mau berangkat dan pas di rumah gue janji kalo nanti jadi senior gue bakal bimbing anak baru jauh lebih baik dari mereka,sad,5
Laptop ini kenapa tiba-tiba layarnya nge-freeze pas lagi ngerjain laporan penting,angry,0
masih ada saja ternyata joki jokian ini astaga,surprise,6
pulang,neutral,4
ini sebenarnya gue magang harus senang atau sedih,happy,3
hari omjoin me ini learn vishnu sahasranamam ini hindi amp support me on youtube by share amp subscribe dolphin lord vishnu si amazing secret form dari pushkaraj uday vartak drpuv drpuv sanatan gyan vishnustutidrpuv,neutral,4
kesel sumpah kan bisa nanti scroll twitternya kenapa harus pas lagi mengobrol sih,angry,0
kepenatannnnn sama orang lainnnn bukan kami astaga,surprise,6
bodoh amat dalam hati pengin balas menyolot tapi enggak ada tenaga tangan saja sudah gemeter khawatir omongan bar lebih memilih diam disengajain saja melihati kalo menikmati makannya untung enggak ada mode senggol bacok mungkin terkesan lebay semua orang punya hari yang berat enggak usah ngusik,angry,0
ayah ini arahnya kemana ya sedih banget by,sad,5
sih junhan apalagi pasti senang deh kalo berkain begitu,happy,3
ini kalian bela cp kalian apa benci sama orang yang obses siapa itu fb anjir kalian kali yang obses buat balikan dan selalu bawa rl tolong lah sesama fandom saling tegur,angry,0
mual gue menunggu masuk ruangannya,disgust,1
hi kak kami sudah cek dm dan akan segera di balas oleh tim kami kami memahami kekhawatiran kakak terkait kendala kode tarik tunai melalui atm baca yang belum muncul jangan khawatir saldo kakak tetap aman,fear,2
hawa hawa tiketing enggak lama kayaknya ini takut banget bookslot pas aing jam kerja,fear,2
hari ini rasanya badanku remuk,neutral,4
presale mastercard jakarta gen sale jakarta ada show gen sale jakarta and today presale sg sampai kapan gwehh harus war tiket begini enggak enak banget perasaan harus menunggu another day dengan harap cemas apakah bakal dapat di kesempatan berikutnya besok sekali lagi yuk bisa yuk,fear,2
Minta saran tapi ujung-ujungnya tetep aja ngelakuin apa yang dia mau dari awal,angry,0
marah karena asetnya diumbar,angry,0
ngeri banget pliss,fear,2
malah cowok nya yang nangis,sad,5
i didnt even sih itu that way karena di kepala gue kayak ini apaan sih semua dibayar bayar mencolong mulu lu dari rakyat and then she gave out the most empathetic opinion merinding,fear,2
demi allah sedih banget jir hari ini enggak dapat tiket kena ujan badai sampai kuyup begini,sad,5
Kendaraan berhenti sembarangan di tengah jalan nggak mikirin yang di belakangnya,angry,0
hari ini lu yang lebih banyak bahas mantan lu itu gua belum ada dan enggak ada,angry,0
lagi seceria ini bisa bisanya bikin nangis,sad,5
mual diwhwiwhqkqbakaj,disgust,1
najis banget anjg demi,disgust,1
untung saja pulang cepat enggak buru banget vc member,neutral,4
sama jadi ingat fufufafa yang bilang mau mimik susu syahrini jijik banget gue apalagi sekarang kerjanya bagi susu buat gue ini sebuah arc,disgust,1
kok nangis begini sih dd,sad,5
bukannya lu ya nin yang jorok,disgust,1
kaget tiba banget asa bareng kai asik ada konten,surprise,6
aku kerja ngadep laptop,neutral,4
diunfoll soalnya,neutral,4
wskssk terima kasih udahhh dipointing soalnya pas pertama kali lihat gue benaran hah heh hoh alias kok bisa se hot dan mantap itu nyiram doang alias siraaammm gue plisplisplis,happy,3
beli fancooler loh,neutral,4
when ur bias introvert final bos sampai dijadikan judul ketawa,happy,3
wow congrats legend,surprise,6
padahal sudah dibuang sudah di bersihin bekas darahnya tapi tetap masih merinding tiap lewat depan kamar bangsatlah tikus adalah hewan paling menjijikan didunia selalu bikin saya trauma najis,sad,5
elden ring min bos ok you r just saying bullshit mmo bos there is wow raid thzt take hours tapi be finished,surprise,6
this yang nomor setuju banget khawatir lama lama karakter trian ikut kecoreng karena sudah beberapa au aku baca teringat trian nya yesaya yang suka mengomong kotor itu bikin rada merusak image green flag nya trian ya,fear,2
kadang kasihan sama sutopo sudah sealbum dia jelasin semuanya tapi masih pada denial toyor diri sendiri pelan belajar ikhlas,sad,5
guru juga manusia justru karena manusia pada brengsek,angry,0
omg babe sorry that happened tapi lu semoga kedepannya enggak ada lagi orang orang semacam itu di sekitar kamu and i hope lu can heal ur trauma huhu big hug,sad,5
ya allah sopo sing enggak panik tbtb dichat ngono ki,fear,2
kalau benaran sedih banget,sad,5
wajar enggak sih kalo sering nangis tanpa kebab,sad,5
bilang tua tuh asian things banget ya meskipun di koreanya kalo rakyat biasa bisa eksplor dan switch karir seusia itu tapi kalo di ranah idol pada insekyur banget sedih,sad,5
betul banget dia selalu totalitas sih kalau meranij apapun itu jadi suka menonton filmnya kalau ini pasti ketawa,happy,3
jadi host dari orang orang yang enggak kita kenal mengatur bagaimana itu podcast berjalan sih asli capek banget tapi pas tahu impactnya sebagus itu senang sih asli senang banget next kayaknya bakal di mengadakan lagi soal hal kayak begini seru,happy,3
pliss iya dari kemarin gue sedih mulu lihat aqeela begini gue juga enggak mau lihat fq dalam keadaan qeela begini ayo cepat sembuh qeel moodbooster ku,sad,5
joki tugas masih open terus ya apalagi yang kuliah ada tutonnya sudah memegang akun jadi kalo sibukk banget gaperlu khawatir pasti beress,fear,2
wow hope you should use gloves here,surprise,6
lebih khawatir tim e dewe enggak iso gawe shot on goal sih,angry,0
nyetrika sih jujur benci banget selama ini gue memilih laundry gosok saja,angry,0
hah mau,surprise,6
buta mata amp buta hati hanya puak² lobai walaun walauntit walauntat bani pas pnunggang agama sahaja yang keliru amp bahlol demikianlah poli tahi longkang najis parti pas yang menegakkan benang basah amp jam meratibkan fitnah,disgust,1
goblok indonesia disaat negara lain jijik dengan zionis us dia boleh nak jadi teman sejati bebal tak sudah suka ditipu zionis,angry,0
senang enggak lo ji ketemu orang ganteng,happy,3
jyujyurr senang my uyon gweh deh banyak yang kenal dan suka,happy,3
enggak bisa njer lihat cerita sedih begini gue mewek,sad,5
pfftt nangis kok menunggu besok,sad,5
sumpah sama banget by,neutral,4
habis ketiduran dan mimpi usilin anak orang bareng orang tuanya khawatir banget gue,fear,2
wow you are shipping some cool products,surprise,6
senang banget buja twit dipenuhi au aumu soalnyaa sekarang author au sudah banyak yang ngganampak especially trejo sok senang banget kak ehehe iya tmnku yang author juga lagi pada enggak menulis jdnya sepi banget ya makasii juga ya kamu masih mau baca kontenku huhuhuitu,happy,3
jujur gue homophobic cuma ke orang ini memaafi wkwkwk agak geli bagaimana begitu,disgust,1
cortis juga sih visual semua mana pada jago produserin lagu jadi lyricist juga pokoknya mantap mantap visual oke bakat enggak usah ditanya cuma kurangnya agak kurang ajar alias nakal banget astaga mentang mentang anak kecil umur belasan tapi gapapa ketutup kok sama bakatnya️,angry,0
marah banget pengin makan orang,angry,0
ibunya sampai sujud merinding asli mase respek,fear,2
wow benaran ada kelas kinda nervous,surprise,6
gue paling takut sama tapi rg enggak pernah di rg benar lebih dari,angry,0
gua mau nangis banget,sad,5
diam berarti consent bangsat belajar hukum cuma buat kekuasaan mah begini nih tolol anjir marah banget,angry,0
astaga baru day sudah ada kendala,surprise,6
masih enggak tau malu dia bisabisanya after menyerang karina di bandara dia dengan lantangnya nyuruh karina mengucapkan hbd ke dia najis banget,disgust,1
️ aku pengin menemukan sesuatu yang beda ️ ini susah ️ aku juga pengin mencoba boxing lagi ️ takutnya aku bakal sakit ️ aku pernah boxing dulu ️ jadi aku pikir kayaknya bakal seru kalo sekarang aku boxing lagi ️ tapi aku khawatir bakal ngaruh sama pekerjaan utamaku,fear,2
sksksk nanti saja bb kalau sekarang takut nya ke lirik kamuuu,fear,2
rutinitas pagi personel polres bima kota bersihbersih ruangan kerja sebelum beraktivitas mengawali aktivitas tugas personel polres bima kota melaksanakan kegiatan kurve atau kerja bakti membersihkan lingkungan kerja selasa pagi di mako polres bima kota,neutral,4
oh mau update besok ya hujan,neutral,4
yalah aku selalu madah orang yang kuat dramapolah hal ya orang yang sikda kerja coba nya busy kerja sikda nya gago ngegeh mengisi masa lapang dengan kerja sik berpaedah,neutral,4
ingat enggak pas aqeela diculik devon dia enggak ada khawatir nya sama keadaan aqeela dia cuma marah karena takut kejadian dulu keulang fandez saja khawatir sama keadaan aqeela waktu itu eh dia malah b saja,fear,2
pas lagi senggang saja ambil menit buat buka kali habis itu lanjut kerja lagi aku selalu begitu,neutral,4
jijik banget cewecwe ini kok kayak enggak punya malu dan otak sih mengetik begitu,disgust,1
tuhkan orang jelek lagi najis jijik,disgust,1
udhlah riel putusin saja harqa benar² keterlaluan sih harqa katanya sayang tapi masih main sana sini keburu riel nyaman sama harqi,angry,0
janlup makan terus istirahat ya fai,neutral,4
penipu enggak punya ketakutan itu olinn kalau dia masih takut gaakan nipu,fear,2
kok enggak marah tumben biasanya kalau abang begitukan marah,angry,0
astaga gue stres orang pada ribet anjing,angry,0
barbang anjjjjjj benaran demam gue mana batuk² makin parah aslam langsung naik lagi nih pagi sumpah kenapa kayak orang penyakitan sih brengsek ini ngehafal materinya dalam beberapa bisa enggak ya,angry,0
kenapa ye gue bikin schedule jadwal belajar but sometimes enggak realistis sama aksi nyata and the target akhirnya enggak terpenuhi,neutral,4
lebi jijik lagi lihat yang dia pelecehan ke cewek,disgust,1
dan ini juga bisa dipakai buat bikin ai agent jadi agent yang lo bikin enggak cuma jawab berdasarkan asumsi tapi pakai data realtime yang sudah lebih clean dan siap pakai gue daftar langsung dapat kredit gratis cuma buat mencoba kalau biasanya proses ini makan waktu lama di,angry,0
hahaha ketawa pahit,happy,3
anak nono mau menyalahkan anaknya tapi ibunya yang brengsek,angry,0
woohyunnnn terkejut i boyfriend update nak main futsal,surprise,6
loh anda alumninya yaudah sana kasih tahu adik tersebut eh ini lagu liriknya penuh akan pelecehan terhadap perempuan jangan seperti angkatan gue yang menormalisasi pelecehan ini kalian harus lebih baik dari gue dan teman tinggalkan lagu norak ini,angry,0
Nggak usah ikut campur deh ini urusanku bukan urusanmu,angry,0
